time,switch_id,src_ip,dst_ip,proto,in_port,pkt_rate,byte_rate,avg_pkt_size,duration,pair_flow,port_src_count,label
650.67,2,10.0.0.2,10.0.0.100,17,2,45.84,33834.47,738.0,10.48,1,1,0
481.24,1,10.0.0.1,10.0.0.100,6,3,52.26,12304.43,235.5,2.65,1,3,0
722.79,3,192.168.245.118,10.0.0.100,6,4,464.84,61242.78,131.7,3.45,0,281,1
758.8,3,192.168.219.91,10.0.0.100,6,5,2438.53,188794.4,77.4,0.29,0,285,1
227.63,3,10.0.0.1,10.0.0.100,6,3,12.46,11233.45,901.4,28.54,1,1,0
395.71,3,10.0.0.1,10.0.0.100,17,2,62.14,87996.12,1416.2,0.69,1,1,0
342.93,2,10.0.0.2,10.0.0.100,17,1,414.75,477994.43,1152.5,13.41,1,7,0
285.37,3,10.0.0.1,10.0.0.100,17,3,414.45,311717.63,752.1,28.15,1,1,0
756.73,1,192.168.87.124,10.0.0.100,6,4,1165.42,127465.15,109.4,3.87,0,216,1
162.89,3,10.0.0.1,10.0.0.100,17,2,38.83,7836.65,201.8,11.36,1,2,0
69.81,1,10.0.0.1,10.0.0.100,6,1,49.62,64988.88,1309.6,20.46,1,7,0
764.36,3,192.168.80.249,10.0.0.100,6,5,2441.77,163403.75,66.9,0.37,0,1,1
686.96,1,172.16.81.121,10.0.0.100,17,4,2669.65,1189393.26,445.5,5.77,0,3,1
715.21,2,172.16.250.139,10.0.0.100,17,5,2623.24,337884.87,128.8,6.94,0,1,1
102.45,3,10.0.0.1,10.0.0.100,17,2,14.08,2353.72,167.2,20.72,1,2,0
707.55,3,172.16.125.177,10.0.0.100,17,5,1014.28,453662.4,447.3,5.18,0,288,1
719.89,1,172.16.227.99,10.0.0.100,17,4,307.91,81974.89,266.2,4.29,0,81,1
264.82,2,10.0.0.1,10.0.0.100,6,2,41.64,2969.35,71.3,1.21,1,2,0
367.03,3,10.0.0.1,10.0.0.100,6,3,30.72,24957.27,812.4,28.64,1,3,0
416.04,1,10.0.0.1,10.0.0.100,6,2,25.29,6407.46,253.4,2.72,1,2,0
273.1,1,10.0.0.2,10.0.0.100,6,3,35.08,3241.77,92.4,20.11,1,2,0
150.59,3,10.0.0.1,10.0.0.100,17,3,34.7,46484.95,1339.6,8.7,1,1,0
152.91,3,10.0.0.1,10.0.0.100,17,3,15.86,2931.25,184.8,22.17,0,3,0
591.49,1,10.0.0.1,10.0.0.100,17,3,511.49,311800.67,609.6,4.52,1,1,0
108.43,3,10.0.0.1,10.0.0.100,17,2,92.56,121849.74,1316.4,8.74,1,3,0
743.0,1,192.168.53.219,10.0.0.100,6,5,210.42,16229.18,77.1,5.35,0,102,1
277.96,2,10.0.0.1,10.0.0.100,17,2,27.39,20457.26,746.9,6.96,1,3,0
724.85,1,192.168.187.35,10.0.0.100,6,4,1324.04,136760.34,103.3,2.21,0,2,1
512.95,3,10.0.0.3,10.0.0.100,17,2,99.31,125924.21,1268.0,5.68,1,2,0
181.44,3,10.0.0.1,10.0.0.100,6,3,19.6,13882.25,708.4,11.17,1,2,0
384.67,3,10.0.0.3,10.0.0.100,17,1,102.59,67891.49,661.8,4.63,1,12,0
689.34,2,172.16.163.118,10.0.0.100,17,5,1559.89,272733.61,174.8,2.09,0,1,1
126.5,3,10.0.0.1,10.0.0.100,6,2,8.27,1765.64,213.6,7.9,1,1,0
621.11,3,10.0.0.3,10.0.0.100,6,2,34.15,2801.71,82.0,1.92,1,1,0
325.91,3,10.0.0.2,10.0.0.100,17,1,95.4,122333.14,1282.3,7.25,1,17,0
750.23,1,192.168.2.24,10.0.0.100,6,5,1906.96,222865.55,116.9,4.15,0,116,1
180.72,1,10.0.0.3,10.0.0.100,17,2,26.26,16784.29,639.3,13.68,1,1,0
116.21,2,10.0.0.2,10.0.0.100,17,2,15.21,1247.74,82.0,7.49,1,1,0
148.9,2,10.0.0.2,10.0.0.100,17,2,420.59,242418.11,576.4,11.91,1,1,0
713.94,2,172.16.103.34,10.0.0.100,17,5,760.13,187102.9,246.1,7.47,0,352,1
20.44,3,10.0.0.3,10.0.0.100,6,2,30.88,27118.9,878.2,4.1,1,3,0
705.7,3,172.16.47.184,10.0.0.100,17,5,682.08,222361.94,326.0,6.06,0,3,1
68.03,1,10.0.0.2,10.0.0.100,17,3,96.37,62692.05,650.5,23.5,1,2,0
203.74,1,10.0.0.2,10.0.0.100,17,3,74.1,99835.55,1347.2,28.14,0,1,0
468.51,3,10.0.0.2,10.0.0.100,6,2,110.3,72080.37,653.5,4.94,1,2,0
739.65,3,192.168.65.12,10.0.0.100,6,4,1347.94,78320.78,58.1,5.7,0,1,1
25.53,1,10.0.0.3,10.0.0.100,17,2,102.11,129724.32,1270.4,29.48,1,1,0
729.55,1,192.168.238.70,10.0.0.100,6,4,934.29,90621.09,97.0,5.52,0,497,1
483.73,3,10.0.0.2,10.0.0.100,17,2,80.65,108866.59,1349.8,16.46,1,3,0
689.14,2,172.16.6.54,10.0.0.100,17,5,1454.1,109651.06,75.4,4.18,0,94,1
431.29,2,10.0.0.1,10.0.0.100,6,3,34.69,8751.33,252.2,4.3,1,2,0
474.94,1,10.0.0.1,10.0.0.100,17,2,55.58,35388.91,636.7,27.83,1,2,0
677.31,1,172.16.249.254,10.0.0.100,17,5,336.31,28050.45,83.4,2.44,0,3,1
694.67,3,172.16.72.244,10.0.0.100,17,5,1297.45,194911.18,150.2,3.15,0,180,1
749.65,2,192.168.121.141,10.0.0.100,6,5,1925.92,161773.48,84.0,5.19,0,2,1
697.86,1,172.16.242.34,10.0.0.100,17,5,702.62,236173.18,336.1,0.37,0,26,1
38.86,3,10.0.0.2,10.0.0.100,6,3,7.53,1055.78,140.2,29.46,1,1,0
509.67,2,10.0.0.3,10.0.0.100,17,2,69.62,42846.83,615.4,7.38,1,1,0
204.81,1,10.0.0.2,10.0.0.100,6,1,36.94,4537.18,122.8,26.77,0,30,0
743.2,3,192.168.44.248,10.0.0.100,6,4,587.07,36807.25,62.7,1.93,0,479,1
365.39,2,10.0.0.2,10.0.0.100,17,2,34.98,4326.87,123.7,24.08,0,2,0
165.34,2,10.0.0.3,10.0.0.100,17,2,18.95,20503.86,1082.0,13.12,0,3,0
740.71,3,192.168.95.25,10.0.0.100,6,5,1129.0,64275.81,56.9,0.54,0,97,1
146.78,3,10.0.0.1,10.0.0.100,6,2,20.56,2837.36,138.0,12.68,1,1,0
687.53,3,172.16.232.143,10.0.0.100,17,4,380.45,163924.18,430.9,6.33,0,163,1
346.89,2,10.0.0.3,10.0.0.100,17,2,20.21,2950.95,146.0,0.93,0,3,0
518.99,1,10.0.0.2,10.0.0.100,6,3,53.43,4293.69,80.4,15.32,1,2,0
423.29,2,10.0.0.2,10.0.0.100,17,3,6.78,1392.91,205.5,22.7,1,2,0
747.1,3,192.168.61.86,10.0.0.100,6,4,1269.99,116957.3,92.1,2.08,1,205,1
554.77,2,10.0.0.3,10.0.0.100,6,1,20.57,18441.15,896.7,1.98,1,37,0
520.77,2,10.0.0.2,10.0.0.100,6,3,486.47,358662.57,737.3,21.14,1,2,0
362.18,3,10.0.0.1,10.0.0.100,6,2,47.84,59551.27,1244.9,21.71,0,3,0
734.25,1,192.168.209.12,10.0.0.100,6,4,2072.79,199623.54,96.3,4.46,0,467,1
694.12,3,172.16.12.88,10.0.0.100,17,4,1646.64,512750.83,311.4,2.36,0,2,1
720.25,3,172.16.47.133,10.0.0.100,17,4,2351.28,610410.42,259.6,1.85,0,98,1
756.93,2,192.168.100.1,10.0.0.100,6,4,1894.09,152139.22,80.3,1.26,0,2,1
710.03,2,172.16.12.41,10.0.0.100,17,5,2508.95,217112.1,86.5,3.92,0,3,1
330.4,1,10.0.0.3,10.0.0.100,6,3,37.31,38890.9,1042.5,25.01,1,1,0
502.37,1,10.0.0.2,10.0.0.100,17,3,44.06,53209.7,1207.5,10.71,1,3,0
154.69,2,10.0.0.3,10.0.0.100,17,1,51.15,71035.74,1388.7,16.74,1,33,0
723.26,2,192.168.111.49,10.0.0.100,6,4,1180.53,106263.88,90.0,0.43,0,312,1
756.96,3,192.168.174.214,10.0.0.100,6,5,1665.39,95658.32,57.4,5.93,0,229,1
17.93,2,10.0.0.3,10.0.0.100,17,3,27.38,31312.27,1143.7,13.53,1,3,0
180.03,3,10.0.0.2,10.0.0.100,17,1,100.51,134679.77,1340.0,3.82,1,11,0
373.4,1,10.0.0.2,10.0.0.100,6,2,79.97,76166.25,952.5,15.11,1,3,0
389.59,3,10.0.0.2,10.0.0.100,6,3,47.66,8347.16,175.1,2.85,1,1,0
707.4,3,172.16.242.185,10.0.0.100,17,5,2993.03,1400268.16,467.8,4.38,0,1,1
685.97,2,172.16.201.169,10.0.0.100,17,5,1167.99,382975.49,327.9,6.07,0,128,1
507.76,1,10.0.0.1,10.0.0.100,17,3,50.09,7091.7,141.6,5.46,1,2,0
764.23,1,192.168.151.220,10.0.0.100,6,5,2385.0,265452.11,111.3,3.01,0,210,1
724.19,1,192.168.13.218,10.0.0.100,6,4,1488.46,111474.69,74.9,5.31,0,1,1
417.62,3,10.0.0.1,10.0.0.100,6,2,497.25,103140.86,207.4,14.75,1,2,0
632.53,1,10.0.0.1,10.0.0.100,17,3,34.61,31519.77,910.7,5.62,1,3,0
690.76,1,172.16.191.7,10.0.0.100,17,4,2450.7,871050.64,355.4,0.42,0,89,1
269.26,3,10.0.0.2,10.0.0.100,17,3,69.65,67545.09,969.8,11.13,1,1,0
38.52,3,10.0.0.3,10.0.0.100,17,2,30.48,22690.77,744.4,22.23,1,1,0
299.74,2,10.0.0.2,10.0.0.100,6,3,71.93,63652.74,884.9,7.46,1,1,0
435.41,3,10.0.0.2,10.0.0.100,17,3,34.8,21656.47,622.2,29.6,0,3,0
752.26,1,192.168.203.19,10.0.0.100,6,4,1613.92,87252.12,54.1,1.37,0,2,1
684.98,2,172.16.42.241,10.0.0.100,17,4,1453.56,126562.53,87.1,2.32,0,238,1
706.46,2,172.16.234.208,10.0.0.100,17,5,348.4,154038.23,442.1,5.08,0,226,1
682.75,2,172.16.179.246,10.0.0.100,17,4,360.34,168198.29,466.8,5.42,0,2,1
508.14,1,10.0.0.1,10.0.0.100,17,2,11.43,12693.13,1110.9,2.77,0,3,0
341.34,3,10.0.0.2,10.0.0.100,6,3,118.38,93612.47,790.8,14.7,1,1,0
514.53,2,10.0.0.3,10.0.0.100,17,3,29.88,35465.58,1187.0,8.88,1,3,0
259.46,3,10.0.0.3,10.0.0.100,6,2,13.47,1281.73,95.2,4.74,1,3,0
658.99,2,10.0.0.3,10.0.0.100,17,3,31.9,5863.14,183.8,22.13,1,2,0
35.91,3,10.0.0.3,10.0.0.100,6,2,75.66,83059.42,1097.8,8.33,1,3,0
592.97,1,10.0.0.3,10.0.0.100,17,3,57.58,40170.47,697.6,11.76,1,2,0
437.08,1,10.0.0.3,10.0.0.100,17,3,53.3,56454.37,1059.1,5.23,0,1,0
445.13,1,10.0.0.1,10.0.0.100,17,3,86.98,103481.47,1189.7,1.5,1,3,0
679.73,3,172.16.3.162,10.0.0.100,17,4,2473.0,624347.16,252.5,1.02,0,3,1
341.85,3,10.0.0.3,10.0.0.100,17,1,27.9,29652.16,1062.8,7.45,1,12,0
417.03,1,10.0.0.1,10.0.0.100,6,2,51.88,10284.17,198.2,10.96,1,3,0
37.35,3,10.0.0.3,10.0.0.100,17,1,54.5,3823.39,70.2,7.16,1,26,0
696.11,2,172.16.47.66,10.0.0.100,17,4,818.75,75337.41,92.0,2.61,0,189,1
493.9,2,10.0.0.2,10.0.0.100,6,3,12.93,2202.04,170.3,2.56,1,2,0
370.31,3,10.0.0.3,10.0.0.100,6,1,10.25,9719.4,947.8,28.23,0,41,0
689.6,3,172.16.137.174,10.0.0.100,17,4,779.04,241659.5,310.2,6.64,0,87,1
685.52,1,172.16.42.53,10.0.0.100,17,5,1727.73,685093.88,396.5,1.34,0,1,1
545.81,2,10.0.0.2,10.0.0.100,6,2,27.54,34095.16,1237.9,26.62,1,3,0
738.29,3,192.168.69.175,10.0.0.100,6,4,900.17,99483.33,110.5,4.4,0,3,1
477.15,3,10.0.0.3,10.0.0.100,6,3,17.04,19850.59,1165.0,22.33,1,1,0
229.16,1,10.0.0.3,10.0.0.100,17,1,59.54,6172.35,103.7,17.34,1,30,0
721.41,2,172.16.88.159,10.0.0.100,17,5,1322.33,468896.05,354.6,1.5,0,3,1
668.03,3,10.0.0.1,10.0.0.100,6,3,72.72,81532.54,1121.1,7.29,0,2,0
555.0,1,10.0.0.2,10.0.0.100,17,2,53.96,11862.7,219.8,19.87,1,3,0
376.17,2,10.0.0.2,10.0.0.100,6,1,54.9,5165.94,94.1,17.23,1,30,0
298.52,3,10.0.0.2,10.0.0.100,6,3,79.72,71832.62,901.0,2.86,1,3,0
242.69,3,10.0.0.3,10.0.0.100,6,2,14.87,3389.88,228.0,0.99,1,3,0
705.18,1,172.16.2.250,10.0.0.100,17,4,2404.43,444852.02,185.0,3.64,0,2,1
329.99,3,10.0.0.1,10.0.0.100,17,2,53.45,73910.58,1382.8,18.38,0,3,0
720.89,3,172.16.19.253,10.0.0.100,17,4,252.41,49379.17,195.6,1.11,0,1,1
615.19,3,10.0.0.1,10.0.0.100,17,1,26.46,14015.95,529.7,25.64,1,34,0
768.23,3,192.168.185.24,10.0.0.100,6,5,516.36,53098.13,102.8,1.74,0,89,1
583.11,1,10.0.0.2,10.0.0.100,17,3,81.76,80563.68,985.4,13.61,1,1,0
278.14,1,10.0.0.2,10.0.0.100,6,1,7.36,1789.21,243.2,21.01,1,21,0
715.07,3,172.16.103.16,10.0.0.100,17,5,1599.54,484604.19,303.0,5.19,0,80,1
748.15,3,192.168.188.74,10.0.0.100,6,5,2170.34,231651.49,106.7,5.58,0,2,1
491.32,1,10.0.0.1,10.0.0.100,6,3,14.8,1664.61,112.5,13.58,1,2,0
742.42,1,192.168.95.146,10.0.0.100,6,5,315.42,19646.15,62.3,3.79,0,395,1
677.8,2,172.16.136.29,10.0.0.100,17,5,1215.54,326439.44,268.6,6.42,0,3,1
686.97,1,172.16.166.33,10.0.0.100,17,4,1690.34,653057.52,386.3,2.65,0,167,1
635.57,3,10.0.0.2,10.0.0.100,17,3,32.66,34367.06,1052.4,26.78,0,3,0
366.47,2,10.0.0.2,10.0.0.100,17,2,97.77,70369.22,719.8,29.56,1,2,0
681.98,2,172.16.173.54,10.0.0.100,17,4,2394.21,331576.31,138.5,0.61,0,56,1
767.55,2,192.168.32.250,10.0.0.100,6,4,1707.2,133784.15,78.4,5.44,0,113,1
29.87,1,10.0.0.3,10.0.0.100,17,3,4.77,1109.29,232.4,19.84,1,2,0
758.25,2,192.168.240.196,10.0.0.100,6,5,2168.95,205959.23,95.0,2.63,0,495,1
361.24,3,10.0.0.3,10.0.0.100,6,3,99.5,126820.3,1274.5,28.01,1,2,0
359.09,2,10.0.0.3,10.0.0.100,17,1,18.56,1771.12,95.4,1.15,1,26,0
720.04,2,172.16.73.106,10.0.0.100,17,4,456.44,99710.76,218.5,5.49,0,326,1
86.62,2,10.0.0.3,10.0.0.100,6,3,63.62,72502.02,1139.5,22.23,0,2,0
763.93,3,192.168.37.48,10.0.0.100,6,5,2088.61,187041.87,89.6,1.93,0,101,1
757.19,2,192.168.105.5,10.0.0.100,6,4,693.04,71991.99,103.9,1.71,0,2,1
327.99,3,10.0.0.1,10.0.0.100,6,3,75.2,45274.14,602.0,26.12,1,1,0
48.4,2,10.0.0.1,10.0.0.100,6,3,75.32,95783.34,1271.7,27.47,1,3,0
154.03,3,10.0.0.1,10.0.0.100,17,3,117.47,125640.42,1069.6,7.71,1,1,0
690.83,1,172.16.182.66,10.0.0.100,17,4,2384.56,691100.85,289.8,0.92,0,310,1
698.08,3,172.16.129.246,10.0.0.100,17,5,1202.48,434222.26,361.1,3.09,0,67,1
678.52,3,172.16.221.34,10.0.0.100,17,5,376.25,43805.94,116.4,5.03,0,66,1
215.86,2,10.0.0.1,10.0.0.100,6,3,33.09,7779.97,235.1,23.5,1,3,0
344.77,1,10.0.0.2,10.0.0.100,6,2,9.7,2411.11,248.7,26.49,1,3,0
744.05,1,192.168.183.138,10.0.0.100,6,5,2480.94,237705.56,95.8,1.45,0,175,1
115.3,3,10.0.0.3,10.0.0.100,17,1,78.91,74255.72,941.0,6.64,1,14,0
243.91,1,10.0.0.2,10.0.0.100,17,2,26.9,29044.24,1079.5,26.47,1,2,0
690.64,3,172.16.75.233,10.0.0.100,17,4,1746.96,361526.85,206.9,3.92,0,343,1
20.83,3,10.0.0.1,10.0.0.100,6,1,10.39,2407.61,231.7,4.33,1,6,0
372.02,1,10.0.0.2,10.0.0.100,17,1,25.68,2554.06,99.5,13.51,1,32,0
110.34,1,10.0.0.1,10.0.0.100,17,2,41.77,38133.3,913.0,24.02,1,3,0
761.69,2,192.168.102.144,10.0.0.100,6,4,1364.91,157300.24,115.2,1.54,0,274,1
188.2,1,10.0.0.1,10.0.0.100,17,1,33.31,43601.32,1309.1,23.42,1,35,0
85.4,3,10.0.0.2,10.0.0.100,6,3,38.91,26375.3,677.8,8.45,0,1,0
689.98,2,172.16.140.88,10.0.0.100,17,5,911.8,297876.48,326.7,6.98,0,213,1
231.49,2,10.0.0.2,10.0.0.100,17,3,108.91,62119.42,570.4,15.0,1,2,0
680.24,3,172.16.184.234,10.0.0.100,17,5,2415.92,1081945.67,447.8,4.15,0,169,1
221.65,2,10.0.0.3,10.0.0.100,6,2,70.01,78078.26,1115.2,3.56,1,3,0
719.87,3,172.16.55.237,10.0.0.100,17,5,1820.18,936692.07,514.6,2.81,0,145,1
727.22,1,192.168.4.94,10.0.0.100,6,4,2220.71,181079.44,81.5,1.23,0,494,1
567.63,1,10.0.0.3,10.0.0.100,6,2,40.65,8793.6,216.3,21.53,1,2,0
724.9,1,192.168.197.21,10.0.0.100,6,4,2272.51,271613.12,119.5,1.32,0,1,1
268.98,3,10.0.0.3,10.0.0.100,6,3,103.33,74392.06,719.9,1.9,1,2,0
769.01,1,192.168.26.9,10.0.0.100,6,5,385.68,22491.23,58.3,1.03,0,312,1
690.3,3,172.16.109.101,10.0.0.100,17,4,1681.83,713188.5,424.1,5.23,0,374,1
722.5,3,192.168.198.100,10.0.0.100,6,5,1067.26,111601.3,104.6,2.54,0,86,1
182.35,1,10.0.0.2,10.0.0.100,6,2,42.95,49973.32,1163.6,12.64,1,3,0
530.0,3,10.0.0.3,10.0.0.100,6,3,44.8,7179.12,160.3,5.54,1,2,0
100.76,2,10.0.0.2,10.0.0.100,17,2,14.17,2022.94,142.8,6.67,1,3,0
714.43,1,172.16.239.163,10.0.0.100,17,4,843.36,242998.8,288.1,7.21,0,103,1
58.15,1,10.0.0.1,10.0.0.100,6,2,19.64,4351.63,221.5,21.29,1,2,0
689.45,3,172.16.77.63,10.0.0.100,17,5,2300.25,502115.2,218.3,1.86,0,102,1
725.79,1,192.168.232.107,10.0.0.100,6,5,446.14,39617.97,88.8,0.81,0,452,1
123.69,2,10.0.0.2,10.0.0.100,17,2,27.93,38404.3,1374.9,6.93,1,3,0
443.98,2,10.0.0.1,10.0.0.100,17,2,81.8,107691.08,1316.5,8.12,1,3,0
31.99,3,10.0.0.3,10.0.0.100,6,3,101.2,62935.55,621.9,16.76,1,1,0
137.13,2,10.0.0.1,10.0.0.100,6,3,56.54,58511.17,1034.9,22.82,1,2,0
613.27,3,10.0.0.2,10.0.0.100,6,3,40.61,5422.63,133.5,16.41,1,1,0
713.38,2,172.16.108.170,10.0.0.100,17,5,2762.16,776663.46,281.2,6.36,0,3,1
236.94,1,10.0.0.1,10.0.0.100,6,2,28.73,4414.28,153.7,10.32,1,2,0
148.42,3,10.0.0.3,10.0.0.100,6,1,9.76,2368.82,242.8,27.71,1,5,0
691.5,2,172.16.29.197,10.0.0.100,17,5,1363.37,674852.77,495.0,3.71,0,166,1
454.42,1,10.0.0.1,10.0.0.100,6,2,101.03,53062.03,525.2,0.71,1,3,0
173.8,1,10.0.0.1,10.0.0.100,17,2,48.93,39735.78,812.1,0.65,0,2,0
492.91,3,10.0.0.1,10.0.0.100,6,3,90.16,47183.87,523.3,12.2,1,2,0
276.69,3,10.0.0.1,10.0.0.100,6,3,36.47,28084.84,770.0,7.0,1,3,0
694.57,1,172.16.185.126,10.0.0.100,17,5,2704.65,995232.04,368.0,4.68,0,374,1
726.8,2,192.168.235.133,10.0.0.100,6,5,964.81,95789.0,99.3,0.45,0,176,1
82.15,3,10.0.0.1,10.0.0.100,17,2,105.02,66285.82,631.2,4.01,1,1,0
718.65,2,172.16.145.254,10.0.0.100,17,4,1021.55,105532.41,103.3,3.31,0,1,1
114.04,1,10.0.0.2,10.0.0.100,6,2,118.04,150023.87,1270.9,20.51,1,3,0
649.91,3,10.0.0.1,10.0.0.100,6,3,113.64,61650.49,542.5,0.68,1,3,0
726.88,3,192.168.60.100,10.0.0.100,6,4,1997.06,265876.91,133.1,2.3,0,3,1
727.15,3,192.168.199.84,10.0.0.100,6,5,567.94,58322.4,102.7,0.46,0,419,1
130.28,2,10.0.0.1,10.0.0.100,17,2,70.58,53913.11,763.9,19.51,1,1,0
392.68,1,10.0.0.3,10.0.0.100,6,3,48.75,12361.53,253.6,28.82,0,2,0
725.77,3,192.168.237.237,10.0.0.100,6,5,900.46,116751.77,129.7,0.55,0,350,1
502.06,3,10.0.0.2,10.0.0.100,6,2,58.63,56456.09,963.0,9.11,1,3,0
401.52,1,10.0.0.3,10.0.0.100,17,3,79.12,110080.64,1391.4,23.7,0,1,0
638.81,2,10.0.0.2,10.0.0.100,6,3,26.83,6696.8,249.6,22.45,1,2,0
559.95,2,10.0.0.1,10.0.0.100,6,3,10.4,946.59,91.1,24.08,1,2,0
726.36,1,192.168.222.48,10.0.0.100,6,4,2472.56,307100.29,124.2,4.16,0,1,1
226.54,2,10.0.0.2,10.0.0.100,17,3,30.4,2562.87,84.3,11.33,0,2,0
680.48,1,172.16.201.230,10.0.0.100,17,4,1265.52,126547.93,100.0,7.92,0,375,1
314.88,1,10.0.0.3,10.0.0.100,17,3,60.75,68683.6,1130.5,18.51,1,3,0
330.8,2,10.0.0.1,10.0.0.100,6,2,100.48,56635.16,563.6,8.29,0,3,0
744.43,2,192.168.75.80,10.0.0.100,6,4,1861.08,257157.64,138.2,0.39,0,426,1
678.61,3,172.16.145.36,10.0.0.100,17,5,1543.95,592403.01,383.7,1.59,0,325,1
549.79,3,10.0.0.2,10.0.0.100,17,2,26.3,4741.24,180.3,10.95,1,2,0
536.18,1,10.0.0.2,10.0.0.100,17,2,85.63,107671.77,1257.4,20.14,1,1,0
17.33,1,10.0.0.3,10.0.0.100,6,1,85.28,61663.0,723.0,8.98,1,11,0
697.36,2,172.16.158.210,10.0.0.100,17,5,385.52,120017.32,311.3,7.5,0,2,1
275.77,1,10.0.0.3,10.0.0.100,6,3,30.9,35651.68,1153.9,20.74,1,1,0
589.48,2,10.0.0.2,10.0.0.100,6,1,58.13,7512.67,129.2,15.11,0,26,0
702.02,1,172.16.144.50,10.0.0.100,17,4,463.96,76288.59,164.4,3.09,0,212,1
696.22,2,172.16.139.122,10.0.0.100,17,4,1330.85,513271.41,385.7,3.47,0,3,1
219.1,2,10.0.0.2,10.0.0.100,17,1,80.0,45073.43,563.4,26.56,1,17,0
683.29,2,172.16.148.240,10.0.0.100,17,4,572.28,273304.36,477.6,5.32,0,2,1
81.42,1,10.0.0.3,10.0.0.100,6,1,75.81,43942.75,579.6,16.54,1,5,0
193.33,3,10.0.0.2,10.0.0.100,17,3,6.03,1139.09,189.0,3.31,1,2,0
681.29,1,172.16.123.149,10.0.0.100,17,4,841.42,244465.86,290.5,3.13,1,260,1
2.7,2,10.0.0.3,10.0.0.100,17,3,104.69,148918.06,1422.5,0.84,1,3,0
686.22,2,172.16.116.109,10.0.0.100,17,5,593.57,222609.19,375.0,3.19,0,3,1
573.08,2,10.0.0.2,10.0.0.100,6,2,85.44,43065.3,504.1,8.98,1,1,0
699.81,2,172.16.49.125,10.0.0.100,17,4,848.22,165169.93,194.7,1.38,0,161,1
572.88,2,10.0.0.2,10.0.0.100,6,1,2.08,210.96,101.3,11.53,0,6,0
484.0,1,10.0.0.2,10.0.0.100,6,2,5.7,652.55,114.4,12.47,0,3,0
360.86,1,10.0.0.3,10.0.0.100,6,1,45.63,40168.08,880.3,6.05,1,8,0
703.98,1,172.16.216.246,10.0.0.100,17,4,1515.91,333786.72,220.2,1.45,0,260,1
704.23,3,172.16.107.115,10.0.0.100,17,4,636.54,228370.98,358.8,4.27,0,328,1
619.8,1,10.0.0.1,10.0.0.100,17,3,27.92,19373.16,693.8,25.15,0,3,0
235.89,2,10.0.0.2,10.0.0.100,6,3,24.18,3518.12,145.5,16.96,1,3,0
754.54,3,192.168.79.2,10.0.0.100,6,5,932.21,113479.41,121.7,2.45,1,1,1
393.49,2,10.0.0.2,10.0.0.100,17,1,52.65,11856.71,225.2,29.1,1,13,0
200.4,3,10.0.0.3,10.0.0.100,6,2,16.7,13602.22,814.7,22.34,1,1,0
759.05,2,192.168.243.147,10.0.0.100,6,4,1801.34,163606.62,90.8,3.01,0,129,1
279.4,2,10.0.0.2,10.0.0.100,17,3,107.77,128234.69,1189.9,14.27,1,3,0
728.71,2,192.168.242.29,10.0.0.100,6,4,1352.22,134088.98,99.2,4.02,0,3,1
712.99,3,172.16.182.16,10.0.0.100,17,5,2347.66,587837.61,250.4,1.38,0,282,1
383.41,1,10.0.0.1,10.0.0.100,6,2,37.45,9065.16,242.0,13.37,1,2,0
715.11,3,172.16.226.156,10.0.0.100,17,5,575.64,156375.1,271.7,6.77,0,280,1
193.97,3,10.0.0.1,10.0.0.100,17,1,86.85,74743.95,860.6,27.78,1,25,0
664.54,2,10.0.0.3,10.0.0.100,17,2,36.52,20056.4,549.2,6.95,1,1,0
454.63,1,10.0.0.3,10.0.0.100,17,3,36.19,7812.19,215.9,4.75,1,1,0
337.63,2,10.0.0.1,10.0.0.100,6,2,111.79,92748.03,829.7,0.77,0,1,0
405.11,2,10.0.0.3,10.0.0.100,17,2,57.16,10418.28,182.3,13.0,1,1,0
341.91,1,10.0.0.3,10.0.0.100,6,1,592.53,454224.26,766.6,15.75,1,41,0
720.67,1,172.16.217.147,10.0.0.100,17,5,2430.16,1025740.05,422.1,5.28,0,2,1
699.55,2,172.16.187.162,10.0.0.100,17,5,2095.57,538428.31,256.9,5.54,0,153,1
5.96,2,10.0.0.2,10.0.0.100,6,2,11.06,10027.03,906.3,2.72,0,3,0
746.35,2,192.168.89.90,10.0.0.100,6,5,2312.68,276241.31,119.4,2.68,0,242,1
750.24,3,192.168.13.136,10.0.0.100,6,4,2133.42,200577.36,94.0,5.86,0,276,1
706.15,3,172.16.107.29,10.0.0.100,17,5,1253.15,294554.87,235.1,2.25,0,271,1
143.83,1,10.0.0.2,10.0.0.100,17,2,98.59,141362.41,1433.8,29.68,1,3,0
166.21,3,10.0.0.3,10.0.0.100,17,2,97.51,94326.82,967.4,10.32,1,3,0
765.23,1,192.168.107.135,10.0.0.100,6,5,2161.96,178958.06,82.8,1.75,0,90,1
306.76,1,10.0.0.3,10.0.0.100,6,3,48.81,11120.85,227.8,7.08,1,2,0
130.18,1,10.0.0.1,10.0.0.100,17,2,28.92,6520.18,225.4,17.01,1,1,0
496.16,3,10.0.0.2,10.0.0.100,6,2,338.47,291988.75,862.7,27.86,1,2,0
169.16,1,10.0.0.2,10.0.0.100,6,2,87.3,126582.75,1450.0,9.3,1,3,0
752.36,3,192.168.182.192,10.0.0.100,6,4,2432.88,152151.28,62.5,2.0,0,464,1
364.97,1,10.0.0.1,10.0.0.100,17,1,94.94,133131.53,1402.3,19.77,1,9,0
