time,switch_id,src_ip,dst_ip,proto,src_port,dst_port,in_port,pkt_rate,byte_rate,avg_pkt_size,duration,pair_flow,port_src_count,label
28,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,53,15601,294.358,7.62845,0,4,1
28,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,1,246,246,23.4582,0,1,0
28,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,15,8190,546,24.91,1,1,0
28,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,22,12012,546,24.5691,1,1,0
28,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,23,12558,546,24.794,1,1,0
28,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,15,8190,546,24.9098,1,1,0
29,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,24.4672,0,4,0
29,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,22,12012,546,25.5694,1,4,0
29,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,7,1722,246,24.4261,0,4,0
29,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,13,7098,546,25.7942,1,4,0
29,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,41,12316,300.39,8.80455,0,4,1
29,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,54,15705,290.833,8.62845,0,4,1
29,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,24.4582,0,1,0
29,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,20,10920,546,25.91,1,1,0
29,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,22,12012,546,25.5691,1,1,0
29,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,13,7098,546,25.794,1,1,0
29,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,20,10920,546,25.9098,1,1,0
30,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,25.4672,0,4,0
30,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,20,10920,546,26.5694,1,4,0
30,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,25.4261,0,4,0
30,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,16,8736,546,26.7942,1,4,0
30,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,40,11660,291.5,9.80455,0,4,1
30,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,41,11609,283.146,9.62845,0,4,1
30,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,25.4582,0,1,0
30,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,19,10374,546,26.91,1,1,0
30,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,20,10920,546,26.5691,1,1,0
30,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,16,8736,546,26.794,1,1,0
30,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,19,10374,546,26.9098,1,1,0
31,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,26.4672,0,4,0
31,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,19,10374,546,27.5694,1,4,0
31,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,2,492,246,26.4261,0,4,0
31,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,14,7644,546,27.7942,1,4,0
31,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,39,11711,300.282,10.8046,0,4,1
31,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,56,17337,309.589,10.6285,0,4,1
31,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,27,14742,546,27.91,1,1,0
31,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,19,10374,546,27.5691,1,1,0
31,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,14,7644,546,27.794,1,1,0
31,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,27,14742,546,27.9098,1,1,0
32,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,3,738,246,27.4672,0,4,0
32,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,21,11466,546,28.5694,1,4,0
32,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,27.4261,0,4,0
32,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,20,10920,546,28.7942,1,4,0
32,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,60,16481,274.683,11.8046,0,4,1
32,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,50,13442,268.84,11.6285,0,4,1
32,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,41,22386,546,28.91,1,1,0
32,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,21,11466,546,28.5691,1,1,0
32,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,20,10920,546,28.794,1,1,0
32,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,41,22386,546,28.9098,1,1,0
33,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,28.4672,0,4,0
33,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,20,10920,546,29.5694,1,4,0
33,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,24,13104,546,29.7942,1,4,0
33,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,57,15081,264.579,12.8046,0,4,1
33,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,52,15474,297.577,12.6285,0,4,1
33,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,7,1722,246,28.4582,0,1,0
33,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,23,12558,546,29.91,1,1,0
33,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,20,10920,546,29.5691,1,1,0
33,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,24,13104,546,29.794,1,1,0
33,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,23,12558,546,29.9098,1,1,0
34,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,29.4672,0,4,0
34,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,11,6006,546,30.5694,1,4,0
34,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,29.4261,0,4,0
34,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,23,12558,546,30.7942,1,4,0
34,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,56,16051,286.625,13.8046,0,4,1
34,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,52,14694,282.577,13.6285,0,4,1
34,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,5,1230,246,29.4582,0,1,0
34,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,20,10920,546,30.91,1,1,0
34,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,11,6006,546,30.5691,1,1,0
34,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,23,12558,546,30.794,1,1,0
34,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,20,10920,546,30.9098,1,1,0
35,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,1,246,246,30.4672,0,4,0
35,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,21,11466,546,31.5694,1,4,0
35,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,30.4261,0,4,0
35,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,27,14742,546,31.7942,1,4,0
35,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,50,13371,267.42,14.8046,0,4,1
35,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,54,14187,262.722,14.6285,0,4,1
35,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,22,12012,546,31.91,1,1,0
35,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,21,11466,546,31.5691,1,1,0
35,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,27,14742,546,31.794,1,1,0
35,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,22,12012,546,31.9098,1,1,0
36,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,31.4672,0,4,0
36,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,24,13104,546,32.5694,1,4,0
36,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,31.4261,0,4,0
36,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,28,15288,546,32.7942,1,4,0
36,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,56,15685,280.089,15.8046,0,4,1
36,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,52,15552,299.077,15.6285,0,4,1
36,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,6,1476,246,31.4582,0,1,0
36,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,21,11466,546,32.91,1,1,0
36,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,24,13104,546,32.5691,1,1,0
36,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,28,15288,546,32.794,1,1,0
36,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,21,11466,546,32.9098,1,1,0
37,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,3,738,246,32.4672,0,4,0
37,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,23,12558,546,33.5694,1,4,0
37,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,4,984,246,32.4261,0,4,0
37,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,16,8736,546,33.7942,1,4,0
37,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,35,10089,288.257,16.8046,0,4,1
37,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,51,14300,280.392,16.6285,0,4,1
37,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,3,738,246,32.4582,0,1,0
37,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,20,10920,546,33.91,1,1,0
37,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,23,12558,546,33.5691,1,1,0
37,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,16,8736,546,33.794,1,1,0
37,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,20,10920,546,33.9098,1,1,0
38,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,33.4672,0,4,0
38,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,14,7644,546,34.5694,1,4,0
38,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,33.4261,0,4,0
38,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,29,15834,546,34.7942,1,4,0
38,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,50,13916,278.32,17.8046,0,4,1
38,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,48,13210,275.208,17.6285,0,4,1
38,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,3,738,246,33.4582,0,1,0
38,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,26,14196,546,34.91,1,1,0
38,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,14,7644,546,34.5691,1,1,0
38,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,29,15834,546,34.794,1,1,0
38,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,26,14196,546,34.9098,1,1,0
39,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,34.4672,0,4,0
39,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,22,12012,546,35.5694,1,4,0
39,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,5,1230,246,34.4261,0,4,0
39,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,26,14196,546,35.7942,1,4,0
39,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,39,10617,272.231,18.8046,0,4,1
39,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,38,10855,285.658,18.6285,0,4,1
39,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,3,738,246,34.4582,0,1,0
39,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,18,9828,546,35.91,1,1,0
39,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,22,12012,546,35.5691,1,1,0
39,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,26,14196,546,35.794,1,1,0
39,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,18,9828,546,35.9098,1,1,0
40,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,35.4672,0,4,0
40,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,19,10374,546,36.5694,1,4,0
40,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,35.4261,0,4,0
40,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,29,15834,546,36.7942,1,4,0
40,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,38,9849,259.184,19.8046,0,4,1
40,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,44,12672,288,19.6285,0,4,1
40,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,1,246,246,35.4582,0,1,0
40,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,17,9282,546,36.91,1,1,0
40,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,19,10374,546,36.5691,1,1,0
40,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,29,15834,546,36.794,1,1,0
40,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,17,9282,546,36.9098,1,1,0
41,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,36.4672,0,4,0
41,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,22,12012,546,37.5694,1,4,0
41,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,2,492,246,36.4261,0,4,0
41,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,28,15288,546,37.7942,1,4,0
41,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,52,14327,275.519,20.8046,0,4,1
41,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,49,14635,298.673,20.6285,0,4,1
41,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,3,738,246,36.4582,0,1,0
41,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,18,9828,546,37.91,1,1,0
41,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,22,12012,546,37.5691,1,1,0
41,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,28,15288,546,37.794,1,1,0
41,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,18,9828,546,37.9098,1,1,0
42,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,20,10920,546,38.5694,1,4,0
42,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,37.4261,0,4,0
42,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,22,12012,546,38.7942,1,4,0
42,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,59,17464,296,21.8046,0,4,1
42,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,48,14468,301.417,21.6285,0,4,1
42,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,1,246,246,37.4582,0,1,0
42,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,13,7098,546,38.91,1,1,0
42,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,20,10920,546,38.5691,1,1,0
42,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,22,12012,546,38.794,1,1,0
42,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,13,7098,546,38.9098,1,1,0
43,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,2,492,246,38.4672,0,4,0
43,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,23,12558,546,39.5694,1,4,0
43,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,38.4261,0,4,0
43,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,30,16380,546,39.7942,1,4,0
43,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,53,15136,285.585,22.8046,0,4,1
43,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,51,14367,281.706,22.6285,0,4,1
43,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,38.4582,0,1,0
43,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,23,12558,546,39.91,1,1,0
43,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,23,12558,546,39.5691,1,1,0
43,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,30,16380,546,39.794,1,1,0
43,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,23,12558,546,39.9098,1,1,0
44,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,39.4672,0,4,0
44,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,19,10374,546,40.5694,1,4,0
44,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,39.4261,0,4,0
44,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,21,11466,546,40.7942,1,4,0
44,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,54,13968,258.667,23.8046,0,4,1
44,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,42,12656,301.333,23.6285,0,4,1
44,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,39.4582,0,1,0
44,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,23,12558,546,40.91,1,1,0
44,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,19,10374,546,40.5691,1,1,0
44,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,21,11466,546,40.794,1,1,0
44,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,23,12558,546,40.9098,1,1,0
45,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,40.4672,0,4,0
45,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,21,11466,546,41.5694,1,4,0
45,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,40.4261,0,4,0
45,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,18,9828,546,41.7942,1,4,0
45,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,60,15566,259.433,24.8046,0,4,1
45,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,46,13240,287.826,24.6285,0,4,1
45,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,3,738,246,40.4582,0,1,0
45,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,19,10374,546,41.91,1,1,0
45,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,21,11466,546,41.5691,1,1,0
45,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,18,9828,546,41.794,1,1,0
45,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,19,10374,546,41.9098,1,1,0
46,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,3,738,246,41.4672,0,4,0
46,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,20,10920,546,42.5694,1,4,0
46,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,1,246,246,41.4261,0,4,0
46,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,28,15288,546,42.7942,1,4,0
46,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,65,17518,269.508,25.8046,0,4,1
46,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,53,16374,308.943,25.6285,0,4,1
46,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,41.4582,0,1,0
46,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,18,9828,546,42.91,1,1,0
46,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,20,10920,546,42.5691,1,1,0
46,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,28,15288,546,42.794,1,1,0
46,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,18,9828,546,42.9098,1,1,0
47,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,4,984,246,42.4672,0,4,0
47,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,26,14196,546,43.5694,1,4,0
47,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,3,738,246,42.4261,0,4,0
47,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,20,10920,546,43.7942,1,4,0
47,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,37,10179,275.108,26.8046,0,4,1
47,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,38,10739,282.605,26.6285,0,4,1
47,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,2,492,246,42.4582,0,1,0
47,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,14,7644,546,43.91,1,1,0
47,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,26,14196,546,43.5691,1,1,0
47,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,20,10920,546,43.794,1,1,0
47,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,14,7644,546,43.9098,1,1,0
48,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,14,7644,546,44.5694,1,4,0
48,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,2,492,246,43.4261,0,4,0
48,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,23,12558,546,44.7942,1,4,0
48,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,51,13431,263.353,27.8046,0,4,1
48,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,61,17626,288.951,27.6285,0,4,1
48,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,4,984,246,43.4582,0,1,0
48,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,12,6552,546,44.91,1,1,0
48,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,14,7644,546,44.5691,1,1,0
48,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,23,12558,546,44.794,1,1,0
48,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,12,6552,546,44.9098,1,1,0
49,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,3,738,246,44.4672,0,4,0
49,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,6100,6000,0,24,13104,546,45.5694,1,4,0
49,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,1025,5000,0,2,492,246,44.4261,0,4,0
49,0A-AA-00-00-00-02,192.168.1.2,192.168.1.8,17,6100,6000,0,15,8190,546,45.7942,1,4,0
49,0A-AA-00-00-00-02,192.168.1.3,192.168.1.8,17,1025,5000,0,52,14753,283.712,28.8046,0,4,1
49,0A-AA-00-00-00-02,192.168.1.4,192.168.1.8,17,1025,5000,0,50,14970,299.4,28.6285,0,4,1
49,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,1025,5000,1,1,246,246,44.4582,0,1,0
49,0A-AA-00-00-00-02,192.168.1.6,192.168.1.8,17,6100,6000,1,21,11466,546,45.91,1,1,0
49,0A-AA-00-00-00-02,192.168.1.8,192.168.1.1,17,6000,6100,2,24,13104,546,45.5691,1,1,0
49,0A-AA-00-00-00-02,192.168.1.8,192.168.1.2,17,6000,6100,2,15,8190,546,45.794,1,1,0
49,0A-AA-00-00-00-02,192.168.1.8,192.168.1.6,17,6000,6100,2,21,11466,546,45.9098,1,1,0
50,0A-AA-00-00-00-02,192.168.1.1,192.168.1.8,17,1025,5000,0,1,246,246,45.4672,0,4,0
